match,teams,score,ht_score,date,formations,players
59005,"['West Ham', 'Man Utd']","['1', '3']","['1', '0']",Sat 5 Dec 2020,"['3-4-2-1', '4-2-3-1']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Angelo Ogbonna', 'Defender', '5514'], ['Aaron Cresswell', 'Defender', '8897'], ['Fabián Balbuena', 'Defender', '32435'], ['Declan Rice', 'Midfielder', '15202'], ['Tomás Soucek', 'Midfielder', '25183'], ['Arthur Masuaku', 'Midfielder', '11284'], ['Vladimír Coufal', 'Midfielder', '7336'], ['Jarrod Bowen', 'Forward', '8868'], ['Sébastien Haller', 'Forward', '49761'], ['Pablo Fornals', 'Forward', '25246'], ['Dean Henderson', 'Goalkeeper', '13988'], ['Victor Lindelöf', 'Defender', '5066'], ['Alex Telles', 'Defender', '5467'], ['Harry Maguire', 'Defender', '9566'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Mason Greenwood', 'Midfielder', '25266'], ['Paul Pogba', 'Midfielder', '3920'], ['Anthony Martial', 'Midfielder', '11272'], ['Scott McTominay', 'Midfielder', '14824'], ['Donny van de Beek', 'Midfielder', '11031'], ['Edinson Cavani', 'Forward', '5771']]"
59006,"['Arsenal', 'Burnley']","['0', '1']","['0', '0']",Sun 13 Dec 2020,"['4-2-3-1', '4-4-1-1']","[['Bernd Leno', 'Goalkeeper', '4985'], ['Héctor Bellerín', 'Defender', '4474'], ['Rob Holding', 'Defender', '11575'], ['Gabriel Magalhães', 'Defender', '50234'], ['Kieran Tierney', 'Defender', '12185'], ['Granit Xhaka', 'Midfielder', '12136'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Willian', 'Midfielder', '4748'], ['Alexandre Lacazette', 'Midfielder', '6899'], ['Bukayo Saka', 'Midfielder', '49481'], ['Pierre-Emerick Aubameyang', 'Forward', '5110'], ['Nick Pope', 'Goalkeeper', '10079'], ['Ben Mee', 'Defender', '3909'], ['Charlie Taylor', 'Defender', '8691'], ['Matthew Lowton', 'Defender', '4487'], ['James Tarkowski', 'Defender', '8143'], ['Dwight McNeil', 'Midfielder', '24797'], ['Robert Brady', 'Midfielder', '4158'], ['Josh Brownhill', 'Midfielder', '9457'], ['Ashley Westwood', 'Midfielder', '4489'], ['Chris Wood', 'Forward', '3756'], ['Jay Rodríguez', 'Forward', '3851']]"
59007,"['Crystal Palace', 'Spurs']","['1', '1']","['0', '1']",Sun 13 Dec 2020,"['4-4-2', '4-2-3-1']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Cheikhou Kouyaté', 'Defender', '5861'], ['Patrick van Aanholt', 'Defender', '3362'], ['Gary Cahill', 'Defender', '2620'], ['Nathaniel Clyne', 'Defender', '4604'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Eberechi Eze', 'Midfielder', '21584'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['James McArthur', 'Midfielder', '4224'], ['Wilfried Zaha', 'Forward', '4539'], ['Christian Benteke', 'Forward', '4492'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Sèrge Aurier', 'Defender', '11293'], ['Sergio Reguilón', 'Defender', '39606'], ['Eric Dier', 'Defender', '4112'], ['Toby Alderweireld', 'Defender', '4916'], ['Moussa Sissoko', 'Midfielder', '4549'], ['Son Heung-Min', 'Midfielder', '4999'], ['Tanguy Ndombélé', 'Midfielder', '25329'], ['Steven Bergwijn', 'Midfielder', '12703'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Harry Kane', 'Forward', '3960']]"
59008,"['Everton', 'Chelsea']","['1', '0']","['1', '0']",Sat 12 Dec 2020,"['4-3-3', '4-3-3']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Michael Keane', 'Defender', '4333'], ['Yerry Mina', 'Defender', '32923'], ['Ben Godfrey', 'Defender', '10968'], ['Mason Holgate', 'Defender', '10564'], ['Allan', 'Midfielder', '15994'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Dominic Calvert-Lewin', 'Forward', '9576'], ['Richarlison', 'Forward', '24630'], ['Alex Iwobi', 'Forward', '4717'], ['Édouard Mendy', 'Goalkeeper', '54889'], ['Ben Chilwell', 'Defender', '13491'], ['Reece James', 'Defender', '14571'], ['Kurt Zouma', 'Defender', '5175'], ['Thiago Silva', 'Defender', '5754'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Mason Mount', 'Midfielder', '14580'], ['Olivier Giroud', 'Forward', '4481'], ['Kai Havertz', 'Forward', '20810'], ['Timo Werner', 'Forward', '23599']]"
59009,"['Fulham', 'Liverpool']","['1', '1']","['1', '0']",Sun 13 Dec 2020,"['3-4-2-1', '4-3-3']","[['Alphonse Areola', 'Goalkeeper', '5748'], ['Joachim Andersen', 'Defender', '26151'], ['Tosin Adarabioyo', 'Defender', '13549'], ['Ola Aina', 'Defender', '10439'], ['Frank Anguissa', 'Midfielder', '32162'], ['Antonee Robinson', 'Midfielder', '14624'], ['Mario Lemina', 'Midfielder', '5583'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Ruben Loftus-Cheek', 'Forward', '5179'], ['Ivan Cavaleiro', 'Forward', '5079'], ['Ademola Lookman', 'Forward', '13278'], ['Alisson Becker', 'Goalkeeper', '20559'], ['Fabinho', 'Defender', '11247'], ['Andy Robertson', 'Defender', '10458'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Joël Matip', 'Defender', '5375'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Curtis Jones', 'Midfielder', '23815'], ['Jordan Henderson', 'Midfielder', '3712'], ['Roberto Firmino', 'Forward', '13511'], ['Mohamed Salah', 'Forward', '5178'], ['Sadio Mané', 'Forward', '6519']]"
59010,"['Leeds', 'West Ham']","['1', '2']","['1', '1']",Fri 11 Dec 2020,"['4-1-4-1', '4-2-3-1']","[['Illan Meslier', 'Goalkeeper', '66378'], ['Ezgjan Alioski', 'Defender', '22698'], ['Luke Ayling', 'Defender', '3314'], ['Liam Cooper', 'Defender', '3622'], ['Stuart Dallas', 'Defender', '8148'], ['Raphinha', 'Midfielder', '24156'], ['Kalvin Phillips', 'Midfielder', '10768'], ['Rodrigo', 'Midfielder', '4095'], ['Mateusz Klich', 'Midfielder', '13089'], ['Jack Harrison', 'Midfielder', '33135'], ['Patrick Bamford', 'Forward', '4291'], ['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Aaron Cresswell', 'Defender', '8897'], ['Vladimír Coufal', 'Defender', '7336'], ['Fabián Balbuena', 'Defender', '32435'], ['Angelo Ogbonna', 'Defender', '5514'], ['Declan Rice', 'Midfielder', '15202'], ['Pablo Fornals', 'Midfielder', '25246'], ['Tomás Soucek', 'Midfielder', '25183'], ['Saïd Benrahma', 'Midfielder', '20517'], ['Jarrod Bowen', 'Midfielder', '8868'], ['Sébastien Haller', 'Forward', '49761']]"
59011,"['Leicester', 'Brighton']","['3', '0']","['3', '0']",Sun 13 Dec 2020,"['3-4-2-1', '4-2-3-1']","[['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Christian Fuchs', 'Defender', '5371'], ['Jonny Evans', 'Defender', '3156'], ['Wesley Fofana', 'Defender', '66284'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Youri Tielemans', 'Midfielder', '5865'], ['James Justin', 'Midfielder', '13515'], ['Marc Albrighton', 'Midfielder', '3564'], ['Ayoze Pérez', 'Forward', '10487'], ['Jamie Vardy', 'Forward', '8979'], ['James Maddison', 'Forward', '8456'], ['Mathew Ryan', 'Goalkeeper', '12192'], ['Lewis Dunk', 'Defender', '8163'], ['Dan Burn', 'Defender', '8707'], ['Ben White', 'Defender', '14548'], ['Joël Veltman', 'Defender', '4874'], ['Solly March', 'Midfielder', '8171'], ['Alireza Jahanbakhsh', 'Midfielder', '15480'], ['Pascal Groß', 'Midfielder', '22542'], ['Yves Bissouma', 'Midfielder', '50245'], ['Neal Maupay', 'Midfielder', '16256'], ['Danny Welbeck', 'Forward', '3452']]"
59012,"['Man Utd', 'Man City']","['0', '0']","['0', '0']",Sat 12 Dec 2020,"['4-2-3-1', '4-2-3-1']","[['David de Gea', 'Goalkeeper', '4330'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Victor Lindelöf', 'Defender', '5066'], ['Luke Shaw', 'Defender', '4608'], ['Harry Maguire', 'Defender', '9566'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Paul Pogba', 'Midfielder', '3920'], ['Mason Greenwood', 'Midfielder', '25266'], ['Scott McTominay', 'Midfielder', '14824'], ['Fred', 'Midfielder', '5906'], ['Marcus Rashford', 'Forward', '13565'], ['Ederson', 'Goalkeeper', '12707'], ['Rúben Dias', 'Defender', '16431'], ['João Cancelo', 'Defender', '5051'], ['John Stones', 'Defender', '4505'], ['Kyle Walker', 'Defender', '3955'], ['Riyad Mahrez', 'Midfielder', '8983'], ['Raheem Sterling', 'Midfielder', '4316'], ['Fernandinho', 'Midfielder', '4804'], ['Rodri', 'Midfielder', '16286'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Gabriel Jesus', 'Forward', '19680']]"
59013,"['Newcastle', 'West Brom']","['2', '1']","['1', '0']",Sat 12 Dec 2020,"['4-4-2', '3-5-2']","[['Karl Darlow', 'Goalkeeper', '9251'], ['Isaac Hayden', 'Defender', '4713'], ['Emil Krafth', 'Defender', '66494'], ['Ciaran Clark', 'Defender', '3562'], ['Jamal Lewis', 'Defender', '14938'], ['Jonjo Shelvey', 'Midfielder', '4135'], ['Sean Longstaff', 'Midfielder', '14897'], ['Matt Ritchie', 'Midfielder', '3934'], ['Miguel Almirón', 'Midfielder', '54312'], ['Callum Wilson', 'Forward', '8454'], ['Joelinton', 'Forward', '20607'], ['Sam Johnstone', 'Goalkeeper', '4331'], ['Branislav Ivanovic', 'Defender', '3360'], [""Dara O'Shea"", 'Defender', '15154'], ['Semi Ajayi', 'Defender', '10424'], ['Darnell Furlong', 'Midfielder', '10491'], ['Conor Gallagher', 'Midfielder', '21887'], ['Romaine Sawyers', 'Midfielder', '3752'], ['Filip Krovinovic', 'Midfielder', '23575'], ['Matt Phillips', 'Midfielder', '4074'], ['Karlan Grant', 'Forward', '10654'], ['Callum Robinson', 'Forward', '4725']]"
59014,"['Southampton', 'Sheffield Utd']","['3', '0']","['1', '0']",Sun 13 Dec 2020,"['4-4-2', '5-3-2']","[['Alex McCarthy', 'Goalkeeper', '4573'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Jannik Vestergaard', 'Defender', '20109'], ['Ryan Bertrand', 'Defender', '2886'], ['Jan Bednarek', 'Defender', '19589'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Oriol Romeu', 'Midfielder', '4286'], ['Stuart Armstrong', 'Midfielder', '12186'], ['Theo Walcott', 'Midfielder', '2839'], ['Ché Adams', 'Forward', '10905'], ['Danny Ings', 'Forward', '8245'], ['Aaron Ramsdale', 'Goalkeeper', '13703'], ['George Baldock', 'Defender', '9169'], ['John Egan', 'Defender', '4394'], ['Phil Jagielka', 'Defender', '3222'], ['Enda Stevens', 'Defender', '4258'], ['Chris Basham', 'Defender', '3581'], ['John Fleck', 'Midfielder', '8444'], ['Sander Berge', 'Midfielder', '21614'], ['Ethan Ampadu', 'Midfielder', '19731'], ['Billy Sharp', 'Forward', '4626'], ['Oliver McBurnie', 'Forward', '8107']]"
59015,"['Wolves', 'Aston Villa']","['0', '1']","['0', '0']",Sat 12 Dec 2020,"['4-2-3-1', '4-3-3']","[['Rui Patrício', 'Goalkeeper', '11341'], ['Romain Saïss', 'Defender', '20745'], ['Conor Coady', 'Defender', '4136'], ['Marçal', 'Defender', '16640'], ['Nélson Semedo', 'Defender', '16642'], ['Adama Traoré', 'Midfielder', '4979'], ['João Moutinho', 'Midfielder', '11259'], ['Pedro Neto', 'Midfielder', '21998'], ['Daniel Podence', 'Midfielder', '11362'], ['Leander Dendoncker', 'Midfielder', '5866'], ['Fábio Silva', 'Forward', '66670'], ['Emiliano Martínez', 'Goalkeeper', '4245'], ['Tyrone Mings', 'Defender', '8900'], ['Matty Cash', 'Defender', '13344'], ['Ezri Konsa', 'Defender', '13274'], ['Matt Targett', 'Defender', '4815'], ['Douglas Luiz', 'Midfielder', '24626'], ['Jacob Ramsey', 'Midfielder', '19888'], ['John McGinn', 'Midfielder', '51423'], ['Jack Grealish', 'Forward', '4260'], ['Ollie Watkins', 'Forward', '8658'], ['Bertrand Traoré', 'Forward', '10394']]"
59016,"['Arsenal', 'Southampton']","['1', '1']","['0', '1']",Wed 16 Dec 2020,"['3-4-3', '4-4-2']","[['Bernd Leno', 'Goalkeeper', '4985'], ['Rob Holding', 'Defender', '11575'], ['Kieran Tierney', 'Defender', '12185'], ['Gabriel Magalhães', 'Defender', '50234'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Bukayo Saka', 'Midfielder', '49481'], ['Ainsley Maitland-Niles', 'Midfielder', '10428'], ['Dani Ceballos', 'Midfielder', '7163'], ['Nicolas Pépé', 'Forward', '50252'], ['Pierre-Emerick Aubameyang', 'Forward', '5110'], ['Eddie Nketiah', 'Forward', '14451'], ['Alex McCarthy', 'Goalkeeper', '4573'], ['Jan Bednarek', 'Defender', '19589'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Jannik Vestergaard', 'Defender', '20109'], ['Ryan Bertrand', 'Defender', '2886'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Oriol Romeu', 'Midfielder', '4286'], ['Theo Walcott', 'Midfielder', '2839'], ['Stuart Armstrong', 'Midfielder', '12186'], ['Ché Adams', 'Forward', '10905'], ['Danny Ings', 'Forward', '8245']]"
59017,"['Aston Villa', 'Burnley']","['0', '0']","['0', '0']",Thu 17 Dec 2020,"['4-2-3-1', '4-4-2']","[['Emiliano Martínez', 'Goalkeeper', '4245'], ['Matt Targett', 'Defender', '4815'], ['Tyrone Mings', 'Defender', '8900'], ['Kortney Hause', 'Defender', '10000'], ['Ahmed El Mohamady', 'Defender', '4183'], ['Marvelous Nakamba', 'Midfielder', '45351'], ['Bertrand Traoré', 'Midfielder', '10394'], ['Anwar El Ghazi', 'Midfielder', '11033'], ['John McGinn', 'Midfielder', '51423'], ['Jack Grealish', 'Midfielder', '4260'], ['Ollie Watkins', 'Forward', '8658'], ['Nick Pope', 'Goalkeeper', '10079'], ['Charlie Taylor', 'Defender', '8691'], ['Ben Mee', 'Defender', '3909'], ['James Tarkowski', 'Defender', '8143'], ['Matthew Lowton', 'Defender', '4487'], ['Dwight McNeil', 'Midfielder', '24797'], ['Josh Brownhill', 'Midfielder', '9457'], ['Robert Brady', 'Midfielder', '4158'], ['Ashley Westwood', 'Midfielder', '4489'], ['Chris Wood', 'Forward', '3756'], ['Jay Rodríguez', 'Forward', '3851']]"
59018,"['Fulham', 'Brighton']","['0', '0']","['0', '0']",Wed 16 Dec 2020,"['3-4-2-1', '3-4-2-1']","[['Alphonse Areola', 'Goalkeeper', '5748'], ['Joachim Andersen', 'Defender', '26151'], ['Tosin Adarabioyo', 'Defender', '13549'], ['Ola Aina', 'Defender', '10439'], ['Harrison Reed', 'Midfielder', '4818'], ['Frank Anguissa', 'Midfielder', '32162'], ['Antonee Robinson', 'Midfielder', '14624'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Ruben Loftus-Cheek', 'Forward', '5179'], ['Ivan Cavaleiro', 'Forward', '5079'], ['Ademola Lookman', 'Forward', '13278'], ['Robert Sánchez', 'Goalkeeper', '14538'], ['Ben White', 'Defender', '14548'], ['Lewis Dunk', 'Defender', '8163'], ['Adam Webster', 'Defender', '9426'], ['Solly March', 'Midfielder', '8171'], ['Steven Alzate', 'Midfielder', '20723'], ['Yves Bissouma', 'Midfielder', '50245'], ['Tariq Lamptey', 'Midfielder', '23704'], ['Adam Lallana', 'Forward', '4618'], ['Danny Welbeck', 'Forward', '3452'], ['Leandro Trossard', 'Forward', '20486']]"
59019,"['Leeds', 'Newcastle']","['5', '2']","['1', '1']",Wed 16 Dec 2020,"['4-1-4-1', '4-4-2']","[['Illan Meslier', 'Goalkeeper', '66378'], ['Luke Ayling', 'Defender', '3314'], ['Ezgjan Alioski', 'Defender', '22698'], ['Stuart Dallas', 'Defender', '8148'], ['Liam Cooper', 'Defender', '3622'], ['Raphinha', 'Midfielder', '24156'], ['Jack Harrison', 'Midfielder', '33135'], ['Rodrigo', 'Midfielder', '4095'], ['Mateusz Klich', 'Midfielder', '13089'], ['Kalvin Phillips', 'Midfielder', '10768'], ['Patrick Bamford', 'Forward', '4291'], ['Karl Darlow', 'Goalkeeper', '9251'], ['Jamal Lewis', 'Defender', '14938'], ['Federico Fernández', 'Defender', '5672'], ['Jacob Murphy', 'Defender', '9662'], ['Ciaran Clark', 'Defender', '3562'], ['Ryan Fraser', 'Midfielder', '8052'], ['Sean Longstaff', 'Midfielder', '14897'], ['Jeff Hendrick', 'Midfielder', '8586'], ['Isaac Hayden', 'Midfielder', '4713'], ['Joelinton', 'Forward', '20607'], ['Callum Wilson', 'Forward', '8454']]"
59020,"['Leicester', 'Everton']","['0', '2']","['0', '1']",Wed 16 Dec 2020,"['4-2-3-1', '4-3-3']","[['Kasper Schmeichel', 'Goalkeeper', '2508'], ['James Justin', 'Defender', '13515'], ['Wilfred Ndidi', 'Defender', '20479'], ['Christian Fuchs', 'Defender', '5371'], ['Wesley Fofana', 'Defender', '66284'], ['Nampalys Mendy', 'Midfielder', '19617'], ['James Maddison', 'Midfielder', '8456'], ['Harvey Barnes', 'Midfielder', '14716'], ['Cengiz Ünder', 'Midfielder', '23612'], ['Youri Tielemans', 'Midfielder', '5865'], ['Jamie Vardy', 'Forward', '8979'], ['Robin Olsen', 'Goalkeeper', '11224'], ['Yerry Mina', 'Defender', '32923'], ['Michael Keane', 'Defender', '4333'], ['Mason Holgate', 'Defender', '10564'], ['Ben Godfrey', 'Defender', '10968'], ['Allan', 'Midfielder', '15994'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Dominic Calvert-Lewin', 'Forward', '9576'], ['Richarlison', 'Forward', '24630'], ['Alex Iwobi', 'Forward', '4717']]"
59021,"['Sheffield Utd', 'Man Utd']","['2', '3']","['1', '2']",Thu 17 Dec 2020,"['5-3-2', '4-2-3-1']","[['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Jack Robinson', 'Defender', '3902'], ['George Baldock', 'Defender', '9169'], ['John Egan', 'Defender', '4394'], ['Enda Stevens', 'Defender', '4258'], ['Chris Basham', 'Defender', '3581'], ['John Fleck', 'Midfielder', '8444'], ['Sander Berge', 'Midfielder', '21614'], ['Ethan Ampadu', 'Midfielder', '19731'], ['Oliver Burke', 'Forward', '10596'], ['David McGoldrick', 'Forward', '2340'], ['Dean Henderson', 'Goalkeeper', '13988'], ['Alex Telles', 'Defender', '5467'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Victor Lindelöf', 'Defender', '5066'], ['Harry Maguire', 'Defender', '9566'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Marcus Rashford', 'Midfielder', '13565'], ['Mason Greenwood', 'Midfielder', '25266'], ['Nemanja Matic', 'Midfielder', '3861'], ['Paul Pogba', 'Midfielder', '3920'], ['Anthony Martial', 'Forward', '11272']]"
59022,"['West Ham', 'Crystal Palace']","['1', '1']","['0', '1']",Wed 16 Dec 2020,"['4-2-3-1', '4-4-2']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Angelo Ogbonna', 'Defender', '5514'], ['Vladimír Coufal', 'Defender', '7336'], ['Aaron Cresswell', 'Defender', '8897'], ['Issa Diop', 'Defender', '49884'], ['Declan Rice', 'Midfielder', '15202'], ['Tomás Soucek', 'Midfielder', '25183'], ['Saïd Benrahma', 'Midfielder', '20517'], ['Pablo Fornals', 'Midfielder', '25246'], ['Jarrod Bowen', 'Midfielder', '8868'], ['Sébastien Haller', 'Forward', '49761'], ['Vicente Guaita', 'Goalkeeper', '7548'], ['Scott Dann', 'Defender', '3807'], ['Joel Ward', 'Defender', '3929'], ['Patrick van Aanholt', 'Defender', '3362'], ['Cheikhou Kouyaté', 'Defender', '5861'], ['Andros Townsend', 'Midfielder', '3724'], ['Luka Milivojevic', 'Midfielder', '5859'], ['James McArthur', 'Midfielder', '4224'], ['Eberechi Eze', 'Midfielder', '21584'], ['Wilfried Zaha', 'Forward', '4539'], ['Christian Benteke', 'Forward', '4492']]"
59023,"['Wolves', 'Chelsea']","['2', '1']","['0', '0']",Tue 15 Dec 2020,"['3-4-1-2', '4-3-3']","[['Rui Patrício', 'Goalkeeper', '11341'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['Romain Saïss', 'Defender', '20745'], ['Conor Coady', 'Defender', '4136'], ['Nélson Semedo', 'Midfielder', '16642'], ['Marçal', 'Midfielder', '16640'], ['Rúben Neves', 'Midfielder', '11180'], ['Leander Dendoncker', 'Midfielder', '5866'], ['Pedro Neto', 'Forward', '21998'], ['Fábio Silva', 'Forward', '66670'], ['Daniel Podence', 'Forward', '11362'], ['Édouard Mendy', 'Goalkeeper', '54889'], ['Reece James', 'Defender', '14571'], ['Kurt Zouma', 'Defender', '5175'], ['Ben Chilwell', 'Defender', '13491'], ['Thiago Silva', 'Defender', '5754'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mason Mount', 'Midfielder', '14580'], ['Kai Havertz', 'Midfielder', '20810'], ['Olivier Giroud', 'Forward', '4481'], ['Timo Werner', 'Forward', '23599'], ['Christian Pulisic', 'Forward', '15559']]"
59024,"['Liverpool', 'Spurs']","['2', '1']","['1', '1']",Wed 16 Dec 2020,"['4-3-3', '4-4-2']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Andy Robertson', 'Defender', '10458'], ['Fabinho', 'Defender', '11247'], ['Rhys Williams', 'Defender', '23813'], ['Jordan Henderson', 'Midfielder', '3712'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Curtis Jones', 'Midfielder', '23815'], ['Roberto Firmino', 'Forward', '13511'], ['Mohamed Salah', 'Forward', '5178'], ['Sadio Mané', 'Forward', '6519'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Eric Dier', 'Defender', '4112'], ['Toby Alderweireld', 'Defender', '4916'], ['Ben Davies', 'Defender', '4408'], ['Sèrge Aurier', 'Defender', '11293'], ['Giovani Lo Celso', 'Midfielder', '19851'], ['Moussa Sissoko', 'Midfielder', '4549'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Steven Bergwijn', 'Midfielder', '12703'], ['Harry Kane', 'Forward', '3960'], ['Son Heung-Min', 'Forward', '4999']]"
59025,"['Man City', 'West Brom']","['1', '1']","['1', '1']",Tue 15 Dec 2020,"['4-2-3-1', '4-1-4-1']","[['Ederson', 'Goalkeeper', '12707'], ['Rúben Dias', 'Defender', '16431'], ['Benjamin Mendy', 'Defender', '5575'], ['João Cancelo', 'Defender', '5051'], ['Nathan Aké', 'Defender', '4499'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Raheem Sterling', 'Midfielder', '4316'], ['Rodri', 'Midfielder', '16286'], ['Phil Foden', 'Midfielder', '14805'], ['Gabriel Jesus', 'Forward', '19680'], ['Sam Johnstone', 'Goalkeeper', '4331'], ['Darnell Furlong', 'Defender', '10491'], ['Kieran Gibbs', 'Defender', '3046'], [""Dara O'Shea"", 'Defender', '15154'], ['Semi Ajayi', 'Defender', '10424'], ['Conor Gallagher', 'Midfielder', '21887'], ['Romaine Sawyers', 'Midfielder', '3752'], ['Grady Diangana', 'Midfielder', '15199'], ['Jake Livermore', 'Midfielder', '3244'], ['Matt Phillips', 'Midfielder', '4074'], ['Karlan Grant', 'Forward', '10654']]"
59026,"['Brighton', 'Sheffield Utd']","['1', '1']","['0', '0']",Sun 20 Dec 2020,"['3-4-2-1', '5-3-2']","[['Robert Sánchez', 'Goalkeeper', '14538'], ['Adam Webster', 'Defender', '9426'], ['Lewis Dunk', 'Defender', '8163'], ['Ben White', 'Defender', '14548'], ['Yves Bissouma', 'Midfielder', '50245'], ['Joël Veltman', 'Midfielder', '4874'], ['Adam Lallana', 'Midfielder', '4618'], ['Solly March', 'Midfielder', '8171'], ['Leandro Trossard', 'Forward', '20486'], ['Aaron Connolly', 'Forward', '21653'], ['Neal Maupay', 'Forward', '16256'], ['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Jack Robinson', 'Defender', '3902'], ['George Baldock', 'Defender', '9169'], ['John Egan', 'Defender', '4394'], ['Enda Stevens', 'Defender', '4258'], ['Chris Basham', 'Defender', '3581'], ['John Fleck', 'Midfielder', '8444'], ['John Lundstram', 'Midfielder', '4509'], ['Ethan Ampadu', 'Midfielder', '19731'], ['Rhian Brewster', 'Forward', '14742'], ['David McGoldrick', 'Forward', '2340']]"
59027,"['Burnley', 'Wolves']","['2', '1']","['1', '0']",Mon 21 Dec 2020,"['4-4-2', '3-4-1-2']","[['Nick Pope', 'Goalkeeper', '10079'], ['Charlie Taylor', 'Defender', '8691'], ['Ben Mee', 'Defender', '3909'], ['James Tarkowski', 'Defender', '8143'], ['Matthew Lowton', 'Defender', '4487'], ['Dwight McNeil', 'Midfielder', '24797'], ['Josh Brownhill', 'Midfielder', '9457'], ['Robert Brady', 'Midfielder', '4158'], ['Ashley Westwood', 'Midfielder', '4489'], ['Ashley Barnes', 'Forward', '8246'], ['Chris Wood', 'Forward', '3756'], ['Rui Patrício', 'Goalkeeper', '11341'], ['Maximilian Kilman', 'Defender', '13522'], ['Romain Saïss', 'Defender', '20745'], ['Conor Coady', 'Defender', '4136'], ['Nélson Semedo', 'Midfielder', '16642'], ['Rúben Neves', 'Midfielder', '11180'], ['Rayan Aït-Nouri', 'Midfielder', '71432'], ['João Moutinho', 'Midfielder', '11259'], ['Pedro Neto', 'Forward', '21998'], ['Owen Otasowie', 'Forward', '23994'], ['Daniel Podence', 'Forward', '11362']]"
59028,"['Chelsea', 'West Ham']","['3', '0']","['1', '0']",Mon 21 Dec 2020,"['4-3-3', '4-2-3-1']","[['Édouard Mendy', 'Goalkeeper', '54889'], ['Kurt Zouma', 'Defender', '5175'], ['César Azpilicueta', 'Defender', '4496'], ['Ben Chilwell', 'Defender', '13491'], ['Thiago Silva', 'Defender', '5754'], ['Mason Mount', 'Midfielder', '14580'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Jorginho', 'Midfielder', '5682'], ['Tammy Abraham', 'Forward', '13286'], ['Timo Werner', 'Forward', '23599'], ['Christian Pulisic', 'Forward', '15559'], ['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Aaron Cresswell', 'Defender', '8897'], ['Fabián Balbuena', 'Defender', '32435'], ['Vladimír Coufal', 'Defender', '7336'], ['Angelo Ogbonna', 'Defender', '5514'], ['Pablo Fornals', 'Midfielder', '25246'], ['Tomás Soucek', 'Midfielder', '25183'], ['Jarrod Bowen', 'Midfielder', '8868'], ['Declan Rice', 'Midfielder', '15202'], ['Mark Noble', 'Midfielder', '3014'], ['Sébastien Haller', 'Forward', '49761']]"
